Reference,Year,Full.Reference,peer.review,search,Location,USA,Global.Region,Method,Conventional..Molecular..or.Immunologic,MDL.ALOD.LOD,Below.MDL,MDL.units,Sample.Volume,kingdom,class,order,family,genius,Animal.common.name,Animal.Latin.Name,Animal.Extras,Free.captive,Pathogen1,Pathogen,Pathotype.Bin.2,medium,Presence,Enumerated,Enum.Stats,Censored.Data,Presence.Absence,Total,percent,Individual.Sample,Mean,Geometric.mean,Standard.deviation,Median,Min,Max,X95..low,X95..high,units,Notes,Notes.1,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD,GRADES,GRADES_Score
Morishita et al.,1999,Morishita et al. 1999,yes,review,"USA, Ohio, within 1 mile of agricultural fields or urban area",yes,North America,"biochemical, culture broth and plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Passerellidae,Melospiza,Song sparrow,Melospiza melodia,,free,Escherichia coli,Escherichia coli,,cloacal swab,yes,no,,,ND,31,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Murphy et al.,2005,Murphy et al. 2005,yes,review,New Zealand,no,Western Pacific,"confirm PCR (STI, STII, LT1, VT1, VT2, VT2c, CNF1, CNF2, eaeA, hlyA), DNA 16s rRNA sequencing, culture plate (blood, aerobic)",Conventional,10,NA,,,Animal,Bird,Anseriformes,Anatidae,Anas,,"Anas platyrhynchos, Anas superciliosa",Mallard Duck or Grey Duck,free,Escherichia coli,Escherichia coli,,feces,no,yes,Stats,no,,4,NA,,136000,NA,NA,NA,,,NA,NA,CFU/g,1 composite sample equal parts 4 feces,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Murphy et al.,2005,Murphy et al. 2005,yes,review,New Zealand,no,Western Pacific,"confirm PCR (STI, STII, LT1, VT1, VT2, VT2c, CNF1, CNF2, eaeA, hlyA), DNA 16s rRNA sequencing, culture plate (blood, aerobic)",Conventional,10,NA,,,Animal,Bird,Anseriformes,Anatidae,Anas,,"Anas platyrhynchos, Anas superciliosa",Duck (genus),free,Escherichia coli,Escherichia coli,,feces,no,yes,Stats,no,,4,NA,,16000,NA,NA,NA,,,NA,NA,CFU/g,1 composite sample equal parts 4 feces,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Murphy et al.,2005,Murphy et al. 2005,yes,review,New Zealand,no,Western Pacific,"confirm PCR (STI, STII, LT1, VT1, VT2, VT2c, CNF1, CNF2, eaeA, hlyA), DNA 16s rRNA sequencing, culture plate (blood, aerobic)",Conventional,10,NA,,,Animal,Bird,Anseriformes,Anatidae,Anas,,"Anas platyrhynchos, Anas superciliosa",Duck (genus),free,Escherichia coli,Escherichia coli,,feces,no,yes,Stats,no,,4,NA,,24000,NA,NA,NA,,,NA,NA,CFU/g,1 composite sample equal parts 4 feces,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Murphy et al.,2005,Murphy et al. 2005,yes,review,New Zealand,no,Western Pacific,"confirm PCR (STI, STII, LT1, VT1, VT2, VT2c, CNF1, CNF2, eaeA, hlyA), DNA 16s rRNA sequencing, culture plate (blood, aerobic)",Conventional,10,NA,,,Animal,Bird,Anseriformes,Anatidae,Anas,,"Anas platyrhynchos, Anas superciliosa",Duck (genus),free,Escherichia coli,Escherichia coli,,feces,no,yes,Stats,no,,4,NA,,61000,NA,NA,NA,,,NA,NA,CFU/g,1 composite sample equal parts 4 feces,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Spinus,American goldfinch,Spinus tristis,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,6,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Tyrannidae,Myiarchus,Ash-throated flycatcher,Myiarchus cinerascens,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,8,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Coraciiformes,Alcedinidae,Megaceryle,Belted kingfisher,Megaceryle alcyon,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Troglodytidae,Thryomanes,Bewick's wren,Thryomanes bewickii,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,4,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Tyrannidae,Sayornis,Black phoebe,Sayornis nigricans,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,14,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Cardinalidae,Pheucticus,Black-headed grosbeak,Pheucticus melanocephalus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,10,NA,,,NA,NA,NA,,,NA,NA,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Icteridae,Euphagus,Brewer's blackbird,Euphagus cyanocephalus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,5,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Icteridae,Molothrus,Brown-headed cowbird,Molothrus ater,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,24,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Icteridae,Icterus,Bullock's oriole,Icterus bullockii,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Aegithalidae,Psaltriparus,Bushtit,Psaltriparus minimus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,10,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Galliformes,Odontophoridae,Callipepla,California quail,Callipepla californica,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,11,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Corvidae,Aphelocoma,Western scrub-jay,Aphelocoma californica,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,4,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Mimidae,Toxostoma,California thrasher,Toxostoma redivivum,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Passerellidae,Melozone,California towhee,Melozone˙crissalis˙,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,6,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Anseriformes,Anatidae,Branta,Canada goose,Branta canadensis,,free,Escherichia coli O157:H7,EHEC,,feces pooled,yes,no,,,0,16,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Parulidae,Geothlypis,Common yellowthroat,Geothlypi strichas,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,3,NA,,,NA,NA,NA,,,NA,NA,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Passerellidae,Junco,Dark-eyed junco,Junco hyemalis,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,20,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Piciformes,Picidae,Dryobates,Downy woodpecker,Picoides pubescens,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,1,NA,,,NA,NA,NA,,,NA,NA,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Passerellidae,Passerella,Fox sparrow,Passerella iliaca,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,12,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Passerellidae,Zonotrichia,Golden-crowned sparrow,Zonotrichia atricapilla,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,57,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Icteridae,Quiscalus,Great tailed grackle,Quiscalus mexicanus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,3,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Anseriformes,Anatidae,Anser,Greater white-fronted goose,Anser albifrons,,free,Escherichia coli O157:H7,EHEC,,feces pooled,yes,no,,,0,10,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Pelecaniformes,Ardeidae,Butorides,Green heron,Butorides virescens,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,1,NA,,,NA,NA,NA,,,NA,NA,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Turdidae,Catharus,Hermit thrush,Catharus guttatus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,21,NA,,,NA,NA,NA,,,NA,NA,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Haemorhous,House finch,Haemorhous mexicanus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,8,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Troglodytidae,Troglodytes,House wren,Troglodytes aedon,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Passerellidae,Chondestes,Lark sparrow,Chondestes grammacus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Spinus,Lawrence's goldfinch,Spinus lawrencei,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Cardinalidae,Passerina,Lazuli bunting,Passerina amoena,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Passerellidae,Melospiza,Lincoln's sparrow,Melospiza lincolnii,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,14,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Columbiformes,Columbidae,Zenaida,Mourning dove,Zenaida macroura,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,3,NA,,,NA,NA,NA,,,NA,NA,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Piciformes,Picidae,Colaptes,Northern flicker,Colaptes auratus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,2,NA,,,NA,NA,NA,,,NA,NA,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Mimidae,Mimus,Northern mockingbird,Mimus polyglottos,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,13,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Hirundinidae,Stelgidopteryx,Northern rough-winged swallow,Stelgidopteryx serripennis,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,3,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Piciformes,Picidae,Dryobates,Nuttall's woodpecker,Picoides nuttallii,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,3,NA,,,NA,NA,NA,,,NA,NA,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Paridae,Baeolophus,Oak titmouse,Baeolophus inornatus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,3,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Parulidae,Leiothlypis,Orange crowned warbler,Oreothlypi scelata,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,5,NA,,,NA,NA,NA,,,NA,NA,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Tyrannidae,Empidonax,Pacific slope flycatcher,Empidonax difficilis,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,16,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Navarro-Gonzalez et al.,2020,Navarro-Gonzalez et al. 2020,yes,Web of Science,"USA, California, San Benito County, Sacramento County, Stone Lakes National Wildlife Refuge",yes,North America,"PCR (rfbE gene), Enriched, plate streak, immunomagnetic separation",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Haemorhous,Purple finch,Haemorhous purpureus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,0,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
